name,category_en,category_de,start,end,authority,sourceurl
Sergey Bezrukov Sergej Vitalevic Bezrukov Bezrukov Sergei Vitalevich Sergey Vitalyevich Bezrukov Bezrukov Sergey Vitalyevich Sergey Vitalyevich Bezrukov Sergej Vitaljevitj Bezrukov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Andrej Vladimirovic Sevcik Andrei Vladimirovich Shevchik Andrej Vladimirovitj Sjevtjik Shevchik Andrei Vladimirovich Andrei Vladimirovich Shevchik,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Urij Aleksandrovic Burlacko Yury Alexandrovich Burlachko Yury Alexandrovich Burlachko Burlachko Yury Alexandrovich Burlachko Yurii Alexandrovich Jurij Aleksandrovitj Burlatjko,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Fwaz Mykhayyl Jrjs Gerges Fawaz Mikhail Fawaz Mikhail Gerges Fawaz Mikhail Gerges,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Vladimir Mashkov Vladimir Lvovic Maskov Vladimir Lvovich Mashkov Mashkov Vladimir Lvovich Vladimir Lvovich Mashkov Vladimir Lvovitj Masjkov Mashkov Vladimir Lvovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Natalya Valeryevna Burlinova Natala Valerevna Burlinova Burlinova Natalya Valeryevna,Person,Person,2022-07-29,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Andrei Kozitsyn Andrej Anatolevic Kozicyn Andrej Anatolevic Kozicyn Kozitsyn Andrei Anatolevich Andrey Anatolyevich Kozitsyn Kozitsyn Andrei Anatolyevich Andrej Anatoljevitj Kozitsyn Andrey Anatolyevich Kozitsyn Andrey Anatol Yevich Kozitsyn,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Maiya Mayya Tokareva Maya Nikolaevna Bolotova Maja Nikolaevna Tokareva Maja Nikolaevna Bolotova Maja Nikolaevna Bolotova Maya Nikolaevna Bolotova Maiya Nikolaevna Bolotova Maiya Nikolaevna Tokareva Maiya Nikolaevna Tokareva Mayya Nikolaevna Bolotova Maija Nikolaevna Bolotova Tokareva Maiya Nikolaevna Tokareva Bolotova Maiya Nikolaevna,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Urij Viktorovic Asin Yashin Yuri Viktorovich Yuri Viktorovich Yashin Yuriy Viktorovich Yashin Yuriy Viktorovich Yashin Jurij Viktorovitj Jasjin Yashin Yuriy Viktorovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Urij Nikolaevic Grehov Yuri Nikolaevich Grekhov Yuri Nikolaevich Grekhov Grekhov Yuri Nikolaevich Jurij Nikolajevitj Grechov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Nikolay Timofeevich Velikdan Velikdan Nikolay Timofeevich Velikdan Nikolai Timofeevich Nikolay Timofeevich Velikdan Nikolaj Timofejevitj Velikda Nikolaj Timofeevic Velikdan,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Alexey Mikhailovich Kuzmenkov Aleksej Mihajlovic Kuzmenkov Kuzmenkov Alexey Mikhailovich Aleksej Mihajlovic Kuzmenkov Kuzmenkov Alexey Mikhailovich Alexey Mikhailovich Kuzmenkov Aleksey Mikhaylovich Kuzmenkov Aleksej Michajlovitj Kuzmenkov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Centr Podderzki I Razvitia Obsestvennyh Iniciativ Kreativiaa Diplomatia Center For Support And Development Of Public Initiative Creative Diplomacy Center For Support And Development Of Public Initiative Creative Diplomacy,Company,Unternehmen,2022-07-29,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Alexei Weitz Alexei Weitz Alexei Vayts Aleksej Vajc Aleksej Vajts Aleksey Yevgenevich Veitz Vayts Weitz Aleksey Yevgenevich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Zabit Sabirovic Heirbekov Zabit Sabirovitj Cheirbekov Zabit Sabirovich Kheirbekov Zabit Sabirovich Kheirbekov Kheirbekov Zabit Sabirovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Mhmd Mhmd Alslty Akrm Alslty Muhammad Salti Muhammad Salti Akrm Mhmd Alslty Muhamad Al Salti Muhammad Al Salti Muhammad Al Salti Akram Muhammad Al Salti Al Salti Muhammad Al Salti Akram Muhammad,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Yury Chaika Urij Akovlevic Cajka Urij Akovlevic Cajka Yury Yakovlevich Chaika Yuri Yakovlevich Chaika Yury Yakovlevich Chaika Chaika Yuri Yakovlevich Yury Yakovlevich Chayka Chaika Yury Yakovlevich Yuriy Yakovlevich Chayka Jurij Jakovlevitj Tjajka Chayka Yuriy Yakovlevich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Alibek Delimkhanov Alibek Sultanovic Delimhanov Alibek Sultanovic Delimhanov Alibek Sultanovitj Delimchanov Delimkhanov Alibek Sultanovich Alibek Sultanovich Delimkhanov Alibek Sultanovich Delimkhanov Alibek Sultanovic Delimhanov Alimbek Sultanovich Delimkhanov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Abw Shmwt Hany Shmwt Abu Shammout Hani Shammout Hani Shammout Abw Hany Shmwt Abu Hani Shamout Abu Hani Shammout Abu Hani Shammout Shammout Shamout Abu Hani,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Sergey Lebedev Sergej Anatolevic Lebedev Sergej Anatolevic Lebedev Sergej Anatoljevitj Lebedev Lebedev Sergey Anatolyevich Sergei Anatolyevich Lebedev Sergei Anatolyevich Lebedev Lebedev Sergey Anatolievich Sergey Anatol Yevich Lebedev,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Viktor Vladimirovic Babenko Viktor Vladimirovic Babenko Viktor Vladimirovich Babenko Viktor Vladimirovitj Babenko Viktor Vladimirovich Babenko Babenko Viktor Vladimirovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Adam Delimkhanov Delimhanov Adam Sultanovic Delimhanov Adam Sultanovic Adam Sultanovic Delimhanov Adam Sultanovic Delimhanov Delimkhanov Adam Sultanovich Adam Sultanovich Delimkhanov Adam Sultanovich Delimkhanov Delimkhanov Adam Sultanovich Adam Sultanovitj Delimchanov Delimkhanov Adam Sultanovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Serip Sultanovic Delimhanov Sarip Sultanovic Delimhanov Sarip Sultanovic Delimhanov Delimkhanov Sharip Sultanovich Delimkhanov Sharip Sultanovich Sjarip Sultanovitj Delimchanov Sharip Sultanovich Delimkhanov Sharip Sultanovich Delimkhanov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Isis Hunters Shrkt Alsyad Lkhdmat Alhrast Walhmayt Kompania Al Sayyad Po Uslugam Ohrany I Zasity Kompania Al Sayyad Z Poslug Ohoroni Ta Zahistu Al Sayyad Company For Guarding And Protection Services Ltd Al Sayyad Company For Guarding And Protection Services Ltd,Other,Sonstige,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Forss Marine Forss Konzern Forss Koncernen Konsorcium Forss Forss Technology Ltd Forss Technology Ltd Gruppa Kompanij Forss Grupo De Empresas Forss Grupo De Empresas Forss Forss Group Of Companies Grupul De Societati Forss Skupina Spolocnosti Forss Tovaristvo Z Obmezenou Vidpovidalnistu Fors Marin Obsestvo S Ogranicennoj Otvetstvennostu Forss Marin,Company,Unternehmen,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Sergey Sobyanin Sergej Semenovic Sobanin Sergej Semenovic Sobanin Sergey Semenovich Sobyanin Sobyanin Sergey Semenovich Sergej Semjonovitj Sobjanin Sergey Semyonovich Sobyanin Sergei Semyonovich Sobyanin Sobyanin Sergei Semyonovich Sergey Semyonovich Sobyanin Sobyanin Sergey Semyonovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Mihail Vladimirovic Struk Struk Mikhail Vladimirovich Mikhail Vladimirovich Struk Michail Vladimirovitj Struk Mikhail Vladimirovich Struk,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Natulvene Mc Nightwolves Mc Motoklub Nosni Vlci Motorklub Nocnye Volki Motocyklovy Klub Nocni Vlci Ejszakai Farkasok Motoros Klub Clube De Motociclismo Lobos Da Noite,Other,Sonstige,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Kirurg Hirurg Kirurg Hirurga Chirurg Kirugen Kirurgen Cirujano Chirurgul An Mainlia Il Kirurgu The Surgeon Il Chirurgo O Cirurgiao O Cheirourgos Le Chirurgien Alexander Zaldastanov Alexander Zaldostanov Aleksandr Zaldostanov Zaldostanov Aleksandr Zaldostanov Aleksandr Sergeevic Aleksandr Sergeevic Zaldastanov Aleksandr Sergeevic Zaldostanov Zaldostanov Alexander Sergeevich Zaldastanov Alexander Sergeevich Zaldostanov Oleksandr Sergijovic Alexander Sergeyevich Zaldostanov Alexander Sergeyevich Zaldostanov Aleksandr Sergejevitj Zaldostanov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Turayev Machine Building Design Bureau Soyuz Tactical Missile Corporation Ao Tmkb Soyuz Tactical Missile Corporation Ao Tmkb Soyuz Tactical Missile Corporation Ao Tmkb Soyuz Tactical Missiles Corporation Ao Tmkb Soyuz Ao Turaevskoe Mashinostroitelnoe Konstruktorskoe Byuro Soyuz Akcionerne Tovaristvo Turaivske Masinobudivne Konstruktorske Buro Souz Akcionernoe Obsestvo Turaevskoe Masinostroitelnoe Konstruktorskoe Buro Souz Aktsionernoe Obshchestvo Turaevskoe Mashinostroitelnoe Konstruktorskoe Byuro Soyuz Aktsionernoe Obshchestvo Turaevskoe Mashinostroitelnoe Konstruktorskoe Byuro Soyuz,Company,Unternehmen,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Andrey Belousov Andrej Removic Belousov Andrej Removic Belousov Andrei Removich Belousov Andrey Removich Belousov Belousov Andrei Removich Andrej Removitj Belousov Belousov Andrey Removich Andrey Removich Belousov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Roman Aleksandrovic Gobop Roman Alexandrovich Govor Roman Alexandrovich Govor Roman Alexandrovitj Govor Govor Roman Alexandrovich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Nikolaj Nikolaevic Zabolotnev Nikolay Nikolaevich Zabolotnev Zabolotnev Nikolay Nikolaevich Nikolay Nikolaevich Zabolotnev Nikolai Nikolaevich Zabolotnev Nikolaj Nikolajevitj Zabolotnev,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Aleksandr Viktorovic Ionov Aleksandr Viktorovich Ionov Ionov Aleksandr Viktorovich,Person,Person,2022-07-29,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Viktor Nikolaevic Strigunov Viktor Nikolaevic Strigunov Strigunov Viktor Nikolaevich Strigunov Viktor Nikolaevich Viktor Nikolaevich Strigunov Viktor Nikolajevitj Strigunov Viktor Nikolayevich Strigunov Viktor Nikolayevich Strigunov,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Antigobalistskoe Dvizenie Rossii Anti Globalization Movement Of Russia Anti Globalization Movement Of Russia,Company,Unternehmen,2022-07-29,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Belsky Alexander Nikolaevich Alexander Nikolaevich Belsky Alexander Nikolaevich Belskiy Aleksandr Nikolaevic Belskij Belskiy Alexander Nikolaevich Alexander Nikolaevich Belskiy Aleksandr Nikolajevitj Belskij,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Andrej Bobrovskij Bobrovskiy Andrey Andrey Bobrowskiy Andrej Bobrovskij Andrey Bobrovskiy Andrey Bobrovskiy,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Oleg Anatolevic Plohoj Oleg Anatolevic Plohoj Plokhoi Oleg Anatolyevich Oleg Anatoljevitj Plochoj Oleg Anatolyevich Plokhoi Plokhoi Oleg Anatolyevich Oleg Anatolyevich Plokhoi Oleg Anatol Yevich Plokhoy,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Unarmia Yunarmiya Junarmija All Russia Young Army Military Patriotic Social Movement Obsorusko Voenno Patrioticno Obsestveno Dvizenie Unarmia All Russia Young Army Military Patriotic Social Movement Osszorosz Ifju Hadsereg Katonai Hazafias Tarsadalmi Mozgalom Movimiento Social Patriotico Militar Panruso Del Ejercito Joven Vserossijskoe Voenno Patrioticeskoe Obsestvennoe Dvizenie Unarmia Mouvement Social Patriotique Militaire Panrusse De La Jeune Armee Mouvement Social Patriotique Militaire Panrusse De La Jeune Armee Vserossijskoe Voenno Patrioticeskoe Obsestvennoe Dvizenie Unarmia Pan Russische Jong Leger Militaire Patriottische En Sociale Beweging Visos Rusijos Karinis Patriotinis Visuomeninis Judejimas Jaunoji Armija Associacao Pan Russa Do Movimento Social Militar Patriotico Jovem Exercito Allrussische Militarisch Patriotische Gesellschaftliche Bewegung Jugendarmee Vserosijskij Ditaco Unackij Vijskovo Patrioticnij Gromadskij Ruh Unarmia Vserossijskoe Detsko Unoseskoe Voenno Patrioticeskoe Obsestvennoe Dvizenie Unarmia Asociatia Panrusa Privind Miscarea Patriotica Militaro Sociala De La Nivel National Din Intreaga Rusie Tanara Armata,Company,Unternehmen,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Pavel Ezubov Pavel Ezoubov Pavel Ezoubov Pavel Ezoubov Pavel Alekseevic Ezubov Pavel Alekseevich Ezubov Pavel Alekseevich Ezubov Ezubov Pavel Alekseevich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Jozef Hambalek Josef Hambalek Jozef Hambalek Hambalek Jozef Jozef Hambalek Jozef Hambalek,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Stanislav Chemezov Stanislav Sergeevic Cemezov Stanislav Sergeevic Cemezov Stanislav Sergeevich Chemezov Stanislav Sergeevich Chemezov Stanislav Sergeyevich Chemezov Chemezov Stanislav Sergeyevich Stanislav Sergeyevich Chemezov Stanislav Sergejevitj Tjemezov Chemezov Stanislav Sergeyevich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Fond Russkij Mir Fond Ruskij Mir Fond Russkij Mir Fond Russkij Mir Nadacia Rusky Svet Fundacja Ruski Mir Fundatia Russkiy Mir Fondacia Russkij Mir Fundacao Russkiy Mir Stiftung Russkiy Mir Fondation Russkiy Mir Stichting Russkiy Mir Fundacion Russkiy Mir Russkiy Mir Foundation Orosz Vilag Alapitvany,Other,Sonstige,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Fgup Federalnyj Centr Dvojnyh Tehnologij Souz Federal Center For Dual Use Technology Ftsdt Soyuz Federal State Unitary Enterprise Federal Center For Dual Technologies Soyuz Federalne Derzavne Unitarne Pidpriemstvo Federalnij Centr Podvijnih Tehnologij Souz Federalnoe Gosudarstvennoe Unitarnoe Predpriatie Federalnyj Centr Dvojnyh Tehnologij Souz Federalnoe Gosudarstvennoe Unitarnoe Predpriatie Federalnyj Centr Dvojnyh Tehnologij Souz,Other,Sonstige,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Maria Lvova Belova Maria Alexeyevna Lvova Belova Lvova Belova Maria Alekseevna Maria Alexeyevna Lvova Belova Maria Alekseevna Lvova Belova Lvova Belova Maria Alekseevna Maria Alekseevna Lvova Belova Mariya Alekseevna Lvova Belova Maria Alekseevna Lvova Belova Lvova Belova Maria Alexandrovna Marija Aleksejevna Lvova Belova,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Kvant Jsc Research And Production Association Kvant Jsc Research And Production Association Kvant Research And Production Association Kvant Jsc Jsc Research And Production Association Kvant Asociatia De Cercetare Si Productie Kvant S A Jsc Research And Production Association Kvant Jsc Research And Production Association Kvant Jsc Forschungs Und Produktionsvereinigung Kvant Akciova Spolocnost Zdruzenie Pre Vyskum A Vyrobu Kvant Akcionerno Druzestvo Naucno Proizvodstvena Asociacia Kvant Akcionerne Tovaristvo Naukovo Virobnice Ob Ednanna Kvant Akcionernoe Obsestvo Naucno Proizvodstvennoe Obedinenie Kvant Akcionernoe Obsestvo Naucno Proizvodstvennoe Obedinenie Kvant Associacao Kvant De Investigacao E Producao Sociedade Por Acoes Akcionernoe Obsestvo Naucno Proizvodstvennoe Obedinenie Kvant Vennootschap Op Aandelen Onderzoeks En Productievereniging Kvant,Company,Unternehmen,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Zhukovskiy Central Aerohydrodynamics Institute Zhukovskiy Central Aerohydrodynamics Institute Tsagi Zhukovskiy Central Aerohydrodynamics Institute Tsagi Federalnij Avtonomnij Zaklad Centralnij Aerogidrodinamicnij Institut Imeni Profesora N E Zukovskogo Federalnoe Avtonomnoe Ucrezdenie Centralnyj Aerogidrodinamiceskij Institut Imeni Professora N E Zukovskogo,Other,Sonstige,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Ionov Transkontinental Ooo Ionov Transkontinental Ooo Ionov Transkontinental Ooo,Company,Unternehmen,2022-07-29,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Stop Imperialism Global Information Agency Stop Imperialism Global Information Agency,Other,Sonstige,2022-07-29,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Dmitrij Vladimirovic Holin Dmitry Vladimirovich Kholin Dmitryi Vladimirovich Kholin Kholin Dmitryi Vladimirovich Dmitrij Vladimirovitj Cholin Dmitryi Vladimirovich Kholin,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Yassar Ibrahim Yassar Ibrahim Ysar Hsyn Abrahym Yasr Hsyn Abrahym Ibrahim Yasar Hussein Yasar Hussein Ibrahim Yasar Hussein Ibrahim Yassar Hussein Ibrahim Yasser Hussein Ibrahim Yasser Hussein Ibrahim Ibrahim Yasser Hussein,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Igor Anatolevic Ilas Igor Anatolyevich Ilyash Igor Anatolyevich Ilyash Ilyash Igor Anatolievich Ilyash Igor Anatolyevich Igor Anatoljevitj Iljasj,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Symwn Simon Waqil Simon Wakil Simon Wakeel Simon Wakeel Symwn Alwkyl Simon Al Wakil Al Wakil Simon Simon Al Wakil Simon Al Waqil Simon Al Wakeel,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
Urij Zimelevic Kamaltynov Yury Zimelevich Kamaltynov Yury Zimelevich Kamaltynov Jurij Zimelevitj Kamaltynov Kamaltynov Yurii Zimelevich,Person,Person,2022-07-29,,:ch: CH,[URL](https://www.seco.admin.ch/seco/en/home/Aussenwirtschaftspolitik_Wirtschaftliche_Zusammenarbeit/Wirtschaftsbeziehungen/exportkontrollen-und-sanktionen/sanktionen-embargos.html)
